date,day_index,rented_bike_count,mean_temperature,mean_humidity,mean_wind_speed,mean_visibility,mean_dew_point_temperature,total_solar_radiation,total_rainfall,total_snowfall,season,holiday_any,functioning_day_all
2017-12-01,1,9539,-2.4541666666666666,45.875,1.5375,1870.75,-13.545833333333334,5.97,0,0,Winter,no,yes
2017-12-02,2,8523,1.325,61.958333333333336,1.7125,1471.0833333333333,-5.716666666666667,6.33,0,0,Winter,no,yes
2017-12-03,3,7222,4.875,81.54166666666667,1.6125,455.75,1.8833333333333333,3.01,4,0,Winter,no,yes
2017-12-04,4,8729,-0.30416666666666664,52.5,3.45,1362.8333333333333,-9.925,6.79,0.1,0,Winter,no,yes
2017-12-05,5,8307,-4.458333333333333,36.416666666666664,1.1083333333333334,1959.4583333333333,-17.425,0.86,0,0,Winter,no,yes
2017-12-06,6,6669,0.0458333333333333,70.79166666666667,0.6958333333333333,1186.875,-5.1875,6.140000000000001,1.3,8.6,Winter,no,yes
2017-12-07,7,8549,1.0916666666666666,67.54166666666667,1.6916666666666667,949.4166666666666,-5.0125,5.85,0,10.4,Winter,no,yes
2017-12-08,8,8032,-3.825,41.75,1.85,1872.2083333333333,-15.366666666666667,6.89,0,0,Winter,no,yes
2017-12-09,9,7233,-0.8458333333333333,46,1.0791666666666666,1860.9583333333333,-11.233333333333334,6.32,0,0,Winter,no,yes
2017-12-10,10,3453,1.1916666666666667,69.70833333333333,2.004166666666667,1043.0416666666667,-4.033333333333333,2.08,4.1,32.5,Winter,no,yes
2017-12-11,11,5848,-6.266666666666667,39.375,3.6083333333333334,1991.1666666666667,-17.983333333333334,7.01,0,0,Winter,no,yes
2017-12-12,12,5496,-9.466666666666667,42.791666666666664,2.033333333333333,1966.7916666666667,-19.9375,6.8,0,0,Winter,no,yes
2017-12-13,13,6019,-8.616666666666667,41.166666666666664,1.7875,1954.125,-19.879166666666666,6.81,0,0,Winter,no,yes
2017-12-14,14,6398,-6.870833333333334,42.541666666666664,0.8875000000000001,1617.1666666666667,-17.758333333333333,3.7,0,0,Winter,no,yes
2017-12-15,15,7198,-3.279166666666667,50.458333333333336,0.9833333333333334,1000.2083333333334,-12.325,2.41,0,0,Winter,no,yes
2017-12-16,16,4632,-5.2875,46.333333333333336,2.9541666666666666,1514.875,-16.016666666666666,6.4,0,0,Winter,no,yes
2017-12-17,17,3776,-7.0125,37.625,1.9041666666666666,1989.625,-19.275,6.51,0,0,Winter,no,yes
2017-12-18,18,2620,-1.9708333333333334,77,1.1833333333333333,629.5,-5.55,1.66,3.4000000000000004,59.7,Winter,no,yes
2017-12-19,19,4334,-3.533333333333333,50.208333333333336,2.1708333333333334,1661.2083333333333,-13.020833333333334,6.61,0,55.6,Winter,no,yes
2017-12-20,20,4568,-4.291666666666667,65.5,1.1125,1404.7083333333333,-10.004166666666666,3.36,0.2,48.3,Winter,no,yes
2017-12-21,21,5734,-0.8458333333333333,73.08333333333333,1.2166666666666666,730.375,-5.479166666666667,6.15,0,38.900000000000006,Winter,no,yes
2017-12-22,22,7184,2.7583333333333333,67.08333333333333,1,802.75,-2.8375,3.41,0,7.7,Winter,yes,yes
2017-12-23,23,6624,6.129166666666666,75.58333333333333,1.1583333333333334,338.625,2.0208333333333335,3.28,0,0,Winter,no,yes
2017-12-24,24,2014,3.4583333333333335,82.79166666666667,1.825,359.3333333333333,0.7083333333333334,0.7000000000000001,20,0,Winter,yes,yes
2017-12-25,25,3966,-2.091666666666667,43.375,2.7,1916.9166666666667,-13.216666666666667,6.77,0,0,Winter,yes,yes
2017-12-26,26,5605,-3.2666666666666666,43.583333333333336,2.8625,1960.2916666666667,-15.366666666666667,6.72,0,0,Winter,no,yes
2017-12-27,27,5351,-6.995833333333334,31.125,1.9541666666666666,1996.5,-21.570833333333333,6.61,0,0,Winter,no,yes
2017-12-28,28,6594,-2.5791666666666666,45.041666666666664,1.3541666666666667,1574.7916666666667,-13.295833333333334,3.79,0,0,Winter,no,yes
2017-12-29,29,7663,2.1958333333333333,65,1.175,523.625,-3.7458333333333336,3.87,0,0,Winter,no,yes
2017-12-30,30,4027,1.3125,77.75,0.9375,214.29166666666666,-2.254166666666667,2.25,0.5,0,Winter,no,yes
2017-12-31,31,3423,0.0875,59.083333333333336,2.3208333333333333,1120.2916666666667,-8.329166666666666,6.63,1.2,14.299999999999999,Winter,yes,yes
2018-01-01,32,4290,-1.2833333333333334,39.333333333333336,1.4541666666666666,1894.8333333333333,-13.866666666666667,6.140000000000001,0,0,Winter,yes,yes
2018-01-02,33,6446,-1.4916666666666667,43.708333333333336,1.7666666666666666,1712.2083333333333,-13.345833333333333,5.36,0,0,Winter,no,yes
2018-01-03,34,6512,-4.479166666666667,41.166666666666664,2.125,1945.1666666666667,-15.879166666666666,6.56,0,0,Winter,no,yes
2018-01-04,35,6453,-4.8,44.125,1.375,1825.3333333333333,-15.379166666666666,4.73,0,0,Winter,no,yes
2018-01-05,36,6967,-2.9125,48.541666666666664,1.6583333333333334,1434.2083333333333,-12.341666666666667,5.96,0,0,Winter,no,yes
2018-01-06,37,5180,-2.7541666666666664,45.666666666666664,1.4791666666666667,1561.8333333333333,-13.383333333333333,6.79,0,0,Winter,no,yes
2018-01-07,38,4714,-1.2083333333333333,43.083333333333336,0.8125,1451.875,-12.479166666666666,3.75,0,0,Winter,no,yes
2018-01-08,39,5711,1.4208333333333334,49.333333333333336,1.75,1148.9583333333333,-8.6,2.39,0.9,4.5,Winter,no,yes
2018-01-09,40,5500,-3.870833333333333,58.583333333333336,2.975,1495.9583333333333,-10.8875,5.6000000000000005,0,10.8,Winter,no,yes
2018-01-10,41,4161,-7.033333333333333,54.208333333333336,2.933333333333333,1860.625,-15.2125,6.85,0.8,10.2,Winter,no,yes
2018-01-11,42,4017,-10.766666666666667,49.875,2.6375,1828.125,-19.320833333333333,6.8,0,0,Winter,no,yes
2018-01-12,43,4111,-10.695833333333333,36.166666666666664,1.7666666666666666,1981.9166666666667,-23.170833333333334,7.109999999999999,0,0,Winter,no,yes
2018-01-13,44,3503,-4.558333333333334,63.791666666666664,0.8458333333333333,1082.75,-10.591666666666667,2.8000000000000003,0.4,2.2,Winter,no,yes
2018-01-14,45,4225,0.02083333333333327,65.75,1.0625,667.875,-5.8625,4.55,0,0,Winter,no,yes
2018-01-15,46,6334,4.708333333333333,63.916666666666664,1.4791666666666667,639.5833333333334,-1.9124999999999999,4.67,0.2,0,Winter,no,yes
2018-01-16,47,6705,3.279166666666667,59.458333333333336,0.7583333333333333,428.5416666666667,-3.9833333333333334,2.4,0,0,Winter,no,yes
2018-01-17,48,6292,4.55,63.416666666666664,1.2291666666666667,350.125,-1.8791666666666667,4.17,0,0,Winter,no,yes
2018-01-18,49,6383,2.316666666666667,62.541666666666664,1.875,586.2916666666666,-4.6000000000000005,3.04,0,0,Winter,no,yes
2018-01-19,50,7472,1.0541666666666667,40.875,1.6541666666666666,1484.375,-11.275,6.5600000000000005,0,0,Winter,no,yes
2018-01-20,51,5576,2.2625,58.458333333333336,1.5666666666666667,791.9583333333334,-5.095833333333333,4.51,0,0,Winter,no,yes
2018-01-21,52,4973,0.39166666666666666,37.583333333333336,1.1333333333333333,1375.75,-13.470833333333333,5.88,0,0,Winter,no,yes
2018-01-22,53,4503,0.44166666666666665,53.208333333333336,1.4083333333333332,1294.5,-9.354166666666666,1.91,3.3,6.2,Winter,no,yes
2018-01-23,54,3981,-10.916666666666666,44.541666666666664,3.675,1912.0416666666667,-21.070833333333333,7.62,0,23.3,Winter,no,yes
2018-01-24,55,3154,-14.083333333333334,30.791666666666668,3.3958333333333335,1986.0833333333333,-27.75,7.73,0,19.7,Winter,no,yes
2018-01-25,56,3113,-14.004166666666666,33.416666666666664,2.870833333333333,1996.5,-26.770833333333332,7.28,0,14.2,Winter,no,yes
2018-01-26,57,2931,-14.7375,33.916666666666664,2.5166666666666666,1890.9583333333333,-27.229166666666668,6.67,0,10.3,Winter,no,yes
2018-01-27,58,2693,-10.429166666666667,38.291666666666664,1.5333333333333334,1794.5416666666667,-22.3,7.5,0,4.3999999999999995,Winter,no,yes
2018-01-28,59,2828,-6.033333333333333,34.708333333333336,2.625,1928.1666666666667,-19.445833333333333,6.38,0,0,Winter,no,yes
2018-01-29,60,4088,-8.525,36.25,2.720833333333333,1946.0833333333333,-21.15,7.68,0,0,Winter,no,yes
2018-01-30,61,3360,-5.9125,58.666666666666664,1.2541666666666667,1413.625,-13.3375,5.41,2.9,19.4,Winter,no,yes
2018-01-31,62,3830,-2.1875,57.166666666666664,1.7125,1545.7083333333333,-10.383333333333333,3.9000000000000004,0,64.8,Winter,no,yes
2018-02-01,63,5377,-3.8666666666666667,44,1.6083333333333334,1923.625,-15.0125,8.09,0,21.7,Winter,no,yes
2018-02-02,64,5954,-2.6458333333333335,48.708333333333336,1.6416666666666666,1667.2916666666667,-12.616666666666667,7.29,0,0,Winter,no,yes
2018-02-03,65,3290,-6.616666666666666,48.916666666666664,3.7958333333333334,1678.75,-16.125,13.65,0.5,2.2,Winter,no,yes
2018-02-04,66,2487,-9.520833333333334,41,3.0625,1828.375,-20.666666666666668,13.65,0,0,Winter,no,yes
2018-02-05,67,3932,-9.4,37.958333333333336,3.0666666666666664,1975.2916666666667,-21.529166666666665,14.31,0,0,Winter,no,yes
2018-02-06,68,3988,-10.008333333333333,35.541666666666664,3.1791666666666667,1956.0833333333333,-22.575,14.129999999999999,0,0,Winter,no,yes
2018-02-07,69,4697,-8.325,40,1.6166666666666667,1831,-20.358333333333334,13.39,0,0,Winter,no,yes
2018-02-08,70,5613,-4.5875,44.75,1.2,1643.875,-15.508333333333333,13.049999999999999,0,0,Winter,no,yes
2018-02-09,71,6268,-0.05416666666666668,42.458333333333336,1.0958333333333334,1181.5833333333333,-11.804166666666667,6.56,0,0,Winter,no,yes
2018-02-10,72,4425,0.12083333333333332,49.75,3.0666666666666664,1094.4583333333333,-10.945833333333333,9.41,0,0,Winter,no,yes
2018-02-11,73,2850,-5.9875,40.541666666666664,2.7,1963.7916666666667,-17.77916666666667,12.26,0,0,Winter,no,yes
2018-02-12,74,4813,-5.9875,39.708333333333336,2.775,1934.8333333333333,-17.895833333333332,13.74,0,0,Winter,no,yes
2018-02-13,75,6267,-1.3333333333333333,53.833333333333336,2.6416666666666666,1950.375,-9.720833333333333,13.719999999999999,0,0,Winter,no,yes
2018-02-14,76,6771,3.595833333333333,53.791666666666664,2.4291666666666667,1380.5416666666667,-5.45,6.92,0,0,Winter,no,yes
2018-02-15,77,3484,-0.45,27.75,2.3833333333333333,1982.75,-17.429166666666667,14.4,0,0,Winter,yes,yes
2018-02-16,78,2593,-1.0875000000000001,40.5,2.091666666666667,1877.25,-13.604166666666668,14.1,0,0,Winter,yes,yes
2018-02-17,79,3118,-2.8916666666666666,26.875,2.720833333333333,1973.3333333333333,-19.991666666666667,15.8,0,0,Winter,yes,yes
2018-02-18,80,4562,-0.6791666666666667,26.5,1.2875,1985.5833333333333,-18.02916666666667,11.22,0,0,Winter,no,yes
2018-02-19,81,7604,1.7291666666666667,46.5,1.5,1269.2916666666667,-8.7375,10.08,0,0,Winter,no,yes
2018-02-20,82,7955,1.0958333333333332,44.916666666666664,2.4541666666666666,1267.9583333333333,-11.820833333333333,13.56,0,0,Winter,no,yes
2018-02-21,83,7491,-0.9166666666666666,30,2.3375,1972.125,-17.433333333333334,15.280000000000001,0,0,Winter,no,yes
2018-02-22,84,7712,0.9916666666666666,56,2.0708333333333333,1500.1666666666667,-6.8625,9.45,0,0,Winter,no,yes
2018-02-23,85,5797,3.95,80.91666666666667,1.9166666666666667,249.79166666666666,0.7208333333333333,9.43,4.1000000000000005,44.699999999999996,Winter,no,yes
2018-02-24,86,6356,2.7625,52.666666666666664,2.3125,963,-7.454166666666667,13.09,0,0,Winter,no,yes
2018-02-25,87,6500,1.9166666666666667,39.291666666666664,1.7958333333333334,1694.875,-11.166666666666666,16.17,0,0,Winter,no,yes
2018-02-26,88,9247,2.725,45.958333333333336,1.3666666666666667,1324.625,-8.766666666666667,16.36,0,0,Winter,no,yes
2018-02-27,89,8862,4.008333333333334,47,0.9,872.1666666666666,-6.341666666666667,2.86,0,0,Winter,no,yes
2018-02-28,90,3820,4.85,70.08333333333333,2.1041666666666665,640,-0.5875,1.71,23,0,Winter,no,yes
2018-03-01,91,5132,0.45,64.20833333333333,3.5541666666666667,1084,-6.3875,17.94,2.5,0,Spring,yes,yes
2018-03-02,92,8433,-1.1458333333333333,36.375,1.6416666666666666,1679.2916666666667,-14.908333333333333,19.03,0,0,Spring,no,yes
2018-03-03,93,12191,7.179166666666666,33.541666666666664,1.5958333333333334,1712.9166666666667,-9.091666666666667,18.04,0,0,Spring,no,yes
2018-03-04,94,4688,9.833333333333334,89,1.2291666666666667,582.625,8.008333333333333,3.92,2.5,0,Spring,no,yes
2018-03-05,95,8597,6.0375,68.58333333333333,1.9166666666666667,1838.0833333333333,0.1541666666666667,13.8,12.5,0,Spring,no,yes
2018-03-06,96,12003,4.2875,49.458333333333336,1.5458333333333334,1816.3333333333333,-6.583333333333333,17.85,0,0,Spring,no,yes
2018-03-07,97,11170,6.191666666666666,50.666666666666664,1.7166666666666666,1873.625,-3.6125,10.76,0,0,Spring,no,yes
2018-03-08,98,7711,4.729166666666667,77.79166666666667,2.033333333333333,826.25,0.975,10.3,4.5,0,Spring,no,yes
2018-03-09,99,11642,4.604166666666667,62.041666666666664,1.5125,1083.6666666666667,-2.3,10.22,0,0,Spring,no,yes
2018-03-10,100,11064,4.354166666666667,65.04166666666667,1.95,980.8333333333334,-2.0625,16.45,0,0,Spring,no,yes
2018-03-11,101,11843,6.6125,53.333333333333336,1.9416666666666667,945.125,-3.8833333333333333,18.11,0,0,Spring,no,yes
2018-03-12,102,13339,7.7875,44.458333333333336,1.4,812.7916666666666,-3.8,13.92,0,0,Spring,no,yes
2018-03-13,103,15963,11.65,59.25,1.725,973.7916666666666,3.6416666666666666,14.17,0,0,Spring,no,yes
2018-03-14,104,19180,16.775,60.041666666666664,2.2625,1774.9583333333333,8.591666666666667,15.46,0,0,Spring,no,yes
2018-03-15,105,6227,13,91.29166666666667,2.0125,613.7916666666666,11.425,1.47,27,0,Spring,no,yes
2018-03-16,106,15277,7.354166666666667,50.041666666666664,1.9,1989.5,-2.970833333333333,21.16,0,0,Spring,no,yes
2018-03-17,107,15389,6.383333333333334,47.916666666666664,1.5958333333333332,1659.0416666666667,-4.370833333333334,17.87,0,0,Spring,no,yes
2018-03-18,108,9609,8.066666666666666,53.833333333333336,1.1708333333333334,845.625,-1.0166666666666666,7.19,0,0,Spring,no,yes
2018-03-19,109,8968,8.020833333333334,68.75,2.379166666666667,1316.5,2.220833333333333,3.33,1.5,0,Spring,no,yes
2018-03-20,110,11515,5.041666666666667,40.583333333333336,3.4583333333333335,1996.7916666666667,-7.283333333333333,14.36,0,0,Spring,no,yes
2018-03-21,111,7384,2.1291666666666664,59.625,1.75,1783.875,-5.658333333333333,6.13,1,0,Spring,no,yes
2018-03-22,112,14007,4.8500000000000005,62.25,2.2291666666666665,1232.875,-2.6625,20.45,0,0,Spring,no,yes
2018-03-23,113,14969,6.075,57.208333333333336,1.9375,800.0833333333334,-2.6916666666666664,19.080000000000002,0,0,Spring,no,yes
2018-03-24,114,12243,7.479166666666667,59.708333333333336,2.2041666666666666,448.25,-0.1791666666666666,15.35,0,0,Spring,no,yes
2018-03-25,115,10963,9.625,65.83333333333333,1.7625,264.1666666666667,2.7916666666666665,19.12,0,0,Spring,no,yes
2018-03-26,116,13084,10.8,65.5,1.9916666666666667,460,3.3625000000000003,19.06,0,0,Spring,no,yes
2018-03-27,117,14710,13.083333333333334,60.25,1.6,490.5833333333333,5.179166666666666,15.98,0,0,Spring,no,yes
2018-03-28,118,17295,13.966666666666667,65.70833333333333,2.1875,871.1666666666666,7.2625,13.94,0,0,Spring,no,yes
2018-03-29,119,17450,15.545833333333334,66.79166666666667,1.6958333333333333,539.4166666666666,8.904166666666667,14.86,0,0,Spring,no,yes
2018-03-30,120,19301,14.670833333333334,55.041666666666664,1.7791666666666668,906.4166666666666,4.6125,20.01,0,0,Spring,no,yes
2018-03-31,121,19247,13.941666666666666,54.041666666666664,1.8958333333333333,1230.75,3.9416666666666664,17.08,0,0,Spring,no,yes
2018-04-01,122,17388,15.183333333333334,68.91666666666667,1.5708333333333333,831.8333333333334,9.370833333333334,7.25,0,0,Spring,no,yes
2018-04-02,123,21585,18.216666666666665,65.54166666666667,2.0041666666666664,1099.4583333333333,11.2125,14.14,0,0,Spring,no,yes
2018-04-03,124,21015,17.958333333333332,70.29166666666667,2.1125,1157.625,12.279166666666667,6.88,0,0,Spring,no,yes
2018-04-04,125,19995,13.7375,70.08333333333333,1.825,1555.75,7.645833333333333,19.56,18.6,0,Spring,no,yes
2018-04-05,126,2596,7.795833333333333,87.33333333333333,1.9875,1145.9583333333333,5.575,2.15,10,0,Spring,no,yes
2018-04-06,127,11520,6.304166666666667,74.04166666666667,3.0375,848.4583333333334,1.5791666666666666,11.19,7,0,Spring,no,yes
2018-04-07,128,11159,4.208333333333333,46,4,1597.9583333333333,-7.2375,18.240000000000002,0.2,0,Spring,no,yes
2018-04-08,129,6666,3.8125,56.958333333333336,1.7333333333333334,1578.9166666666667,-4.8625,7.930000000000001,3,0,Spring,no,yes
2018-04-09,130,19082,7.479166666666667,60.291666666666664,1.05,926,-1.7208333333333332,21.52,0,0,Spring,no,yes
2018-04-10,131,16696,14.654166666666667,46.958333333333336,3.433333333333333,1625.4166666666667,2.845833333333333,17.52,5,0,Spring,no,yes
2018-04-11,132,0,12.866666666666667,53.375,3.0083333333333333,1331.5416666666667,2.1208333333333336,24.86,0,0,Spring,no,no
2018-04-12,133,22729,13.029166666666667,32.416666666666664,2.575,1885.75,-4.641666666666667,24.56,0,0,Spring,no,yes
2018-04-13,134,23240,14.291666666666666,22.25,1.4,1997.8333333333333,-7.516666666666667,12.68,0,0,Spring,no,yes
2018-04-14,135,6980,9.5875,75.16666666666667,1.8291666666666666,1388.7916666666667,4.466666666666667,3.49,9,0,Spring,no,yes
2018-04-15,136,10207,9.4125,67.70833333333333,2.3375,1301.125,3.4208333333333334,17.29,0,0,Spring,no,yes
2018-04-16,137,23198,11.429166666666667,43.875,1.6,1836.6666666666667,-1.5333333333333332,24.79,0,0,Spring,no,yes
2018-04-17,138,22234,12.808333333333334,36.916666666666664,1.8125,1622.0416666666667,-2.1333333333333333,24.03,0,0,Spring,no,yes
2018-04-18,139,21670,12.379166666666666,35.416666666666664,1.9416666666666667,1497.7916666666667,-3.4166666666666665,25.09,0,0,Spring,no,yes
2018-04-19,140,17730,13.7875,37.541666666666664,1.925,1163.2916666666667,-1.425,22.36,0,0,Spring,no,yes
2018-04-20,141,22593,18.0625,45.791666666666664,1.3208333333333333,789.7083333333334,5.395833333333333,22.68,0,0,Spring,no,yes
2018-04-21,142,24404,18.6625,35.333333333333336,1.8291666666666666,1292.7083333333333,-0.12916666666666665,26.14,0,0,Spring,no,yes
2018-04-22,143,6852,16.033333333333335,52.541666666666664,1.0666666666666667,1578.9166666666667,5.458333333333333,5.09,13.5,0,Spring,no,yes
2018-04-23,144,977,9.425,93.79166666666667,2.2083333333333335,721.0416666666666,8.416666666666666,2.59,61,0,Spring,no,yes
2018-04-24,145,20144,12.195833333333333,65.20833333333333,1.4125,1938.4583333333333,5.2375,10.14,3,0,Spring,no,yes
2018-04-25,146,26285,14.245833333333334,38.791666666666664,1.4708333333333332,1880.3333333333333,-0.8083333333333333,24.97,0,0,Spring,no,yes
2018-04-26,147,25670,15.0875,50.083333333333336,1.8708333333333333,1355.6666666666667,3.875,21.87,0,0,Spring,no,yes
2018-04-27,148,25861,15.575,51.708333333333336,1.7041666666666666,985.75,5.133333333333334,22.900000000000002,0,0,Spring,no,yes
2018-04-28,149,24940,15.508333333333333,50.5,2.025,1153.2083333333333,3.875,26.04,0,0,Spring,no,yes
2018-04-29,150,25349,15.870833333333334,43.125,1.9,1252.7083333333333,2.441666666666667,24.5,0,0,Spring,no,yes
2018-04-30,151,25462,18.833333333333332,60.375,1.5875,495.3333333333333,10.691666666666666,20.74,0,0,Spring,no,yes
2018-05-01,152,26820,20.34166666666667,72.79166666666667,1.4375,456.4583333333333,15.120833333333334,12.42,0,0,Spring,yes,yes
2018-05-02,153,7448,16.070833333333333,88.95833333333333,1.8583333333333334,490.5,14.145833333333334,2.47,12,0,Spring,no,yes
2018-05-03,154,21027,11.016666666666667,64.95833333333333,2.783333333333333,1786.2083333333333,4.166666666666667,12.18,1,0,Spring,no,yes
2018-05-04,155,26670,13.8375,46.833333333333336,2.6875,1815.7916666666667,1.9375,27.26,0,0,Spring,no,yes
2018-05-05,156,25353,17.729166666666668,46.791666666666664,2.725,1848.75,5.6875,22.26,0,0,Spring,no,yes
2018-05-06,157,14556,16.916666666666668,84.04166666666667,1.1,1222.375,13.975,9.31,22,0,Spring,no,yes
2018-05-07,158,28140,18.991666666666667,62.708333333333336,1.2041666666666666,1703.9166666666667,10.7375,17.7,0,0,Spring,no,yes
2018-05-08,159,26429,17.758333333333333,52.083333333333336,1.7041666666666666,1939.1666666666667,7.445833333333333,23.25,0,0,Spring,no,yes
2018-05-09,160,28895,15.458333333333334,50.041666666666664,1.6958333333333333,1958.7916666666667,4.633333333333333,26.77,0,0,Spring,no,yes
2018-05-10,161,0,15.470833333333333,65.83333333333333,2.254166666666667,1099.9583333333333,8.7,26.53,0,0,Spring,no,no
2018-05-11,162,26649,15.8125,63.5,1.7125,689.4583333333334,8.2875,18.7,0,0,Spring,no,yes
2018-05-12,163,3034,14.220833333333333,85.20833333333333,0.9833333333333334,425.0416666666667,11.408333333333333,1.32,31.5,0,Spring,no,yes
2018-05-13,164,25913,15.95,83.625,1.8083333333333333,683.1666666666666,12.866666666666667,16.37,1,0,Spring,no,yes
2018-05-14,165,27793,17.741666666666667,72.41666666666667,1.3916666666666666,364.2083333333333,12.233333333333334,19.19,0,0,Spring,no,yes
2018-05-15,166,28478,22.6875,56.458333333333336,1.0791666666666666,790.5833333333334,12.729166666666666,21.18,0,0,Spring,no,yes
2018-05-16,167,6416,22.420833333333334,90.66666666666667,1.8,466.7916666666667,20.641666666666666,1.6,44.5,0,Spring,no,yes
2018-05-17,168,3521,21.1375,95.875,1.1666666666666667,750.875,20.366666666666667,3.96,82.5,0,Spring,no,yes
2018-05-18,169,16087,16.895833333333332,89.20833333333333,1.3041666666666667,1087.5416666666667,14.966666666666667,5.64,7.5,0,Spring,no,yes
2018-05-19,170,30994,17.266666666666666,47.083333333333336,1.5375,1996.25,5.816666666666666,29.13,0,0,Spring,no,yes
2018-05-20,171,27829,17.0625,33.833333333333336,1.3875,2000,0.55,14.42,0,0,Spring,no,yes
2018-05-21,172,31236,17.6875,31.458333333333332,1.4375,1861.6666666666667,3.4125,24.59,0,0,Spring,no,yes
2018-05-22,173,13790,18.195833333333333,60.458333333333336,1.0541666666666667,1153.0416666666667,12.841666666666667,10.87,9,0,Spring,yes,yes
2018-05-23,174,27674,17.454166666666666,62,2.7,1652.75,8.920833333333333,29.2,10,0,Spring,no,yes
2018-05-24,175,28781,17.958333333333332,47.083333333333336,2.2583333333333333,1603.2083333333333,5.883333333333334,27.02,0,0,Spring,no,yes
2018-05-25,176,29057,19.754166666666666,47.291666666666664,1.7625,1318.625,6.970833333333333,25.48,0,0,Spring,no,yes
2018-05-26,177,28079,21.479166666666668,50.25,1.4166666666666667,1147.6666666666667,9.791666666666666,26.86,0,0,Spring,no,yes
2018-05-27,178,28991,20.5875,42.125,1.925,1557.75,7.454166666666667,17.12,0,0,Spring,no,yes
2018-05-28,179,31020,21.970833333333335,40,1.5458333333333334,1658.6666666666667,10.85,26.49,0,0,Spring,no,yes
2018-05-29,180,24355,21.5375,66.41666666666667,1.8708333333333333,1123.0416666666667,13.404166666666667,13.34,1,0,Spring,no,yes
2018-05-30,181,30372,20.5375,69.75,1.775,945.9166666666666,14.383333333333333,21.669999999999998,0,0,Spring,no,yes
